gameID,player,pokemon1,pokemon2,pokemon3,pokemon4,pokemon5,pokemon6,win
/oumonotype-82345404,kdarewolf,"Kecleon, F, shiny","Diggersby, M","Girafarig, M, shiny","Heliolisk, F","Chansey, F, shiny","Staraptor, F, shiny",True
/anythinggoes-218380995,Anta2,"Gardevoir, M, shiny",Genesect-*,"Delphox, M","Crobat, F","Ampharos, F","Absol, F",False
/uberssuspecttest-147833524,Metal Brellow,"Scolipede, M",Mew,"Smeargle, M","Espeon, M","Mr. Mime, F","Sylveon, F",False
/ou-20651579,RainSeven07,"Galvantula, M","Volcarona, M","Yanmega, F","Scizor, F","Heracross, M","Forretress, F",False
/balancedhackmons7322360,a ver,,,,,,,False
/balancedhackmons7322360,Shuckie,,,,,,,True
/smogtours-gen5ou-59402,Reymedy,"Politoed, M",Jirachi,"Breloom, F","Garchomp, M",Zapdos,"Tentacruel, M",True
/smogtours-gen3ou-56583,Pokebasket,,,,,,,True
/smogtours-gen3ou-56583,Alf,,,,,,,False
/smogtours-ou-55891,Malekith,"Scolipede, F",Diancie,"Reuniclus, M","Landorus, M","Ferrothorn, F","Raikou, shiny",False
/smogtours-ubers-54583,panamaxis,"Excadrill, L62, F, shiny","Volcarona, L62, F","Steelix, L62, F, shiny","Gyarados, L62, M, shiny","Heracross, L62, M, shiny","Thundurus, L62, M, shiny",True
/smogtours-ubers-34646,pansexual skitty,"Tyranitar, F","Excadrill, F",Arceus-*,Kyogre,"Latias, F","Klefki, M",False
/smogtours-uu-36860,IronBullet93,"Hippowdon, M","Stoutland, F","Tyrantrum, F","Whimsicott, F",Moltres,"Tentacruel, M",True
/smogtours-gen5ou-36900,lowgock,"Dragonite, M",Mew,"Forretress, F","Landorus-Therian, M","Gastrodon, M","Heatran, M",False
/smogtours-gen4ou-36782,Heist,,,,,,,False
/smogtours-gen4ou-36782,liberty32,,,,,,,True
/gen8uu-1368510137,Galarian Sintatic,"Thundurus, M","Conkeldurr, F","Chansey, F","Azumarill, M",Starmie,"Mamoswine, M",True
/gen8ou-1368509917,Tuttipertre,"Umbreon, M","Heatran, M",Tapu Lele,"Garchomp, M","Tornadus-Therian, M","Rillaboom, M",True
/gen8nationaldexag-1368509344,amnulktu,"Pinsir, M","Flygon, F","Whimsicott, M","Aegislash, M","Espeon, F","Krookodile, F",True
/gen7ou-1368510262,Cagan2009,"Serperior, M","Pawniard, M","Galvantula, M","Azumarill, F","Swoobat, M","Chandelure, M",False
/gen8challengecup1v1-1368511193,sevipervplayz,"Coalossal, L73, M","Magneton, L76","Dragonair, L79, F","Wobbuffet, L79, M","Gastrodon, L76, F","Magby, L83, M",True
/gen8ou-1368509913,Natrice O'Peal,"Pelipper, F","Politoed, F","Slowbro-Galar, M","Snorlax, F","Barraskewda, F","Klefki, F",True
/gen3ou-1368509632,fgjkcvbncvbn,,,,,,,True
/gen3ou-1368509632,NaveZ2,,,,,,,False
/gen8nationaldexag-1368510295,SunTeamSunTime,Zacian-*,Ditto,"Gengar, M","Dragapult, F",Shaymin-Sky,Darkrai,True
/gen8vgc2021series9-1368504469,delfini supini,"Sylveon, L50, M","Regieleki, L50","Togekiss, L50, M","Spectrier, L50","Urshifu-*, L50, M","Incineroar, L50, M",True
/gen2ou-1368507685,vicpn,,,,,,,False
/gen2ou-1368507685,the SEED pokemon,,,,,,,True
/gen8ou-1368508151,Natrice O'Peal,"Pelipper, F","Politoed, M","Slowbro-Galar, F","Snorlax, F","Barraskewda, M","Klefki, M",True
/gen8nationaldexag-1368508666,Bot 369,Stakataka,"Aegislash, M","Mawile, F",Calyrex-Ice,"Eelektross, M","Breloom, M",True
/gen3ou-1368508205,marioconagor,,,,,,,False
/gen3ou-1368508205,fgjkcvbncvbn,,,,,,,True
/gen8nationaldexag-1368508513,SunTeamSunTime,Zacian-*,Ditto,"Gengar, M","Dragapult, F",Shaymin-Sky,Darkrai,True
/gen8challengecup1v1-1368508774,bsmiffy,"Cubchoo, L88, M","Celebi, L68","Axew, L87, F","Mr. Rime, L73, F","Lampent, L83, F","Scraggy, L84, M",True
/gen8vgc2021series9-1368507620,delfini supini,"Sylveon, L50, M","Regieleki, L50","Togekiss, L50, M","Spectrier, L50","Urshifu-*, L50, M","Incineroar, L50, M",True
/gen8ou-1368507504,Sheerluck Holmes,"Dragalge, F",Zeraora,"Urshifu-*, M","Corviknight, F","Slowking-Galar, M","Landorus-Therian, M",False
